"learner_id","classif.acc","classif.auc","classif.npv"
"randomForest",0.9250024972530216,0.8904660424653,0.9348835532482516
"logistic",0.9193287383877734,0.8764576439525199,0.9382227476555365
"decisionTree",0.9123064628908201,0.7586196105877205,0.9365201671393621
"kknn",0.9065927479772251,0.7873127499980218,0.93095650236674
